F1,F2,F3,F4,F5,F6,F7,Label
62.7080839,-54.96719209,-124.6280161,-265.7819605,4.694602898,107.1910206,49.38769322,0
-0.157121262,0.22366215,4.823011638,-0.200178929,1.694949474,1.553521658,-3.76009178,1
2.988191661,-1.683467143,-0.606869743,2.454892985,1.732563514,-5.809448689,0.834069435,1
-246.4783934,-0.392451099,-25.22590309,27.58892957,-84.12430304,-158.4815563,56.93696953,0
-12.46935284,12.70212657,59.22452388,-73.76522538,87.46871615,-175.0668849,86.43658747,0
31.72483093,253.222621,105.5155106,38.84719704,-85.7236971,-17.85322915,-190.3923403,0
-3.158272381,0.599558998,-1.7925441,5.667629365,0.13499051,0.308150466,4.155801322,1
3.406757445,0.562552131,0.783959394,2.740758143,0.828561729,0.29052362,0.304079701,1
0.710422735,5.774515634,1.826340156,-7.779960992,0.603996654,4.906928119,4.794402019,1
1.949556508,-0.298841048,1.481626974,-4.480896055,1.324305142,-3.385499134,-3.63939208,1
177.7665667,7.845294063,-83.94014877,-8.607984033,25.99165943,-125.9730362,20.48326681,0
42.66130954,159.0273753,139.2622897,-28.51786524,-69.56667843,-152.8592807,231.8809897,0
0.693503873,2.067487714,1.222524517,-0.622583362,-2.4928,3.353631019,-2.177473003,1
-0.920784465,-0.388780296,-0.200055697,4.075476566,-0.011243349,4.432458627,-0.113464412,1
236.903838,-108.1391416,71.37492191,35.81810595,99.25183007,167.3215101,-304.6481565,0
-1.162147027,0.514259386,0.189494505,-1.441237571,1.5759411,-3.357418702,-0.85714328,1
92.90726429,-174.0509286,39.36176189,6.455759141,-35.46150459,-103.6608716,95.03312213,0
0.396557275,-0.510497749,0.742207776,-0.409330887,0.708540102,-0.06822181,-1.98200106,1
0.44445693,1.952780583,0.453197724,1.732607386,-2.714330957,-0.411876199,3.46749506,1
25.75340352,68.92844133,-142.4003313,-124.4644271,40.6601166,-102.3892452,-79.79283512,0
2.983939035,0.563744262,-2.469346532,-1.96760453,-0.084665829,2.889771732,-0.435086005,1
0.86360636,-2.073486641,2.139120331,-1.932722633,-2.379475887,-3.911534016,0.63240444,1
-180.254634,-77.11469437,74.73229706,47.53249769,-202.3351942,-182.8432821,141.8465471,0
5.669474185,39.71791762,-148.9995665,14.23654335,-75.7996023,92.99166948,87.24901573,0
-0.107790785,-1.949225946,-4.204901983,0.617860728,2.123850541,3.707556242,-3.864459439,1
-0.101013401,0.914590646,-0.450634014,-4.728315681,-0.970898712,2.647101464,-0.670566216,1
1.51183739,-1.654651622,4.045606659,2.063215817,-3.30483133,1.36201785,4.328254323,1
0.1602193,4.136585733,-0.674885371,0.38479913,-2.186428932,-2.488254264,-1.434641473,1
291.2783833,6.51463657,-104.7272334,-1.309445213,-11.47418192,141.0142534,-118.0559699,0
-0.978727411,-2.329035336,-1.40058697,-0.148732357,-2.608830844,-1.080117323,1.275485603,1
-1.226935468,-2.047344297,-2.078751983,-3.312011281,2.353134684,2.405028157,-0.082999964,1
0.732853672,-1.542143073,-4.412937865,-5.358664508,1.996957131,-3.689686013,3.625920268,1
-1.568852888,3.624298796,-0.212875337,-2.017956285,-2.314922381,3.889243627,-0.237138807,1
-261.938942,93.44010613,207.3884623,254.9889106,-15.29646959,113.8830298,-72.17366081,0
0.58203447,-0.795197316,-2.535620147,5.823618909,-0.445389549,-3.762487886,-1.109849511,1
-6.095861874,0.816550714,-1.24790514,-2.465406375,0.588458585,-0.759302447,0.023785652,1
-2.353440562,1.081471969,1.563438379,-0.753594812,0.021904739,-4.511119898,1.863502495,1
0.335165578,3.61772026,-0.541690628,-3.648433881,-1.574463932,2.70685848,5.068280758,1
134.5514246,-129.3370511,-90.77123369,93.13302584,-119.4129401,-9.18899968,-192.954729,0
-93.02509125,-151.0676565,-187.1288633,53.52431683,71.07243622,99.83416869,-134.574139,0
-2.045988884,-3.802892599,-0.822173384,-0.836433684,-1.062062694,-2.994226832,1.266203664,1
0.150277659,2.425591004,-1.945758802,2.251527004,1.820300286,-3.238997227,-1.972322491,1
78.65263267,38.86520466,45.38265742,-34.45110185,-210.9822862,-156.3881999,116.5109783,0
6.358887344,-216.9822809,-164.4108182,13.45664694,-73.94033697,-177.4311777,-91.74829012,0
-2.134540883,3.330385955,3.350339987,-0.985299428,1.331748075,2.101872237,-1.471992763,1
-257.8893971,92.21528728,-33.11290189,-23.72803574,100.1420647,61.15779996,133.6369833,0
-4.958090992,-0.767088999,-2.556814615,-3.125198138,0.663810607,0.976365739,4.497213618,1
-2.619049898,1.884782863,0.858814838,1.178857949,2.938741593,-4.478616141,3.649035605,1
3.735775208,1.650968695,2.81171155,-1.894399505,0.410198197,-5.327902703,-3.399755803,1
0.648853158,2.796178277,-3.523828985,-0.870449521,2.662210867,2.689964595,0.663562512,1
-2.613802459,-3.906667047,1.984798167,3.257651622,-0.014775899,0.756000691,-3.317127817,1
173.5619834,-25.03830769,11.78306292,78.48996011,-25.61483563,-89.11128226,-115.0930126,0
-19.30766384,-3.087911564,165.1630897,65.70385059,-17.07323849,85.41147137,158.4972036,0
1.587130438,-0.322616537,4.948757701,0.56081609,3.397574894,-3.461560412,-1.802171256,1
-3.303770136,0.687460073,0.770715899,-1.165874082,0.534292263,0.84707837,1.40222533,1
19.0758273,-35.37099919,-36.6426215,142.7455073,-139.470569,13.29802893,-116.6706627,0
-4.240204972,-0.075641739,2.895186419,4.27646837,0.699098515,2.839127809,-0.884949184,1
27.01256463,-181.2509501,-79.41830004,-139.5122911,-53.46377746,-182.4123208,157.2143363,0
288.6479111,-148.7407311,53.77582378,-18.24238295,42.91937844,23.28935528,-10.97840921,0
-32.89089448,-75.1600162,-43.82789123,34.77812455,101.6748671,51.4136924,-271.9815899,0
-0.40042163,-2.898853189,-1.748337829,-3.77482499,1.428031155,0.66173469,-5.663957766,1
66.62651938,107.9908259,-55.94670097,-103.4121709,-40.42734338,55.04063947,63.81314373,0
33.40484431,57.64755792,45.96820281,-179.2091755,96.90419922,63.13604865,75.01859723,0
3.673304469,0.865235746,-1.656706638,-2.301860756,-0.732306715,6.735330973,-2.163019537,1
-0.530079093,1.052945778,-0.070605914,-1.155707866,1.484433437,0.770717476,2.792410121,1
121.4727499,-70.9871928,-31.99485237,-77.14857465,-125.5515625,77.56813111,-13.73488547,0
-124.6899274,-39.85583581,-63.53985239,-141.5979771,48.25663839,40.87154062,79.85068418,0
2.145684667,-2.151939545,-1.098441631,-0.404963531,3.820096251,-1.283508644,2.895877319,1
-129.2300354,205.8367334,70.86135955,-58.47798256,-203.0360438,10.88679002,148.6830961,0
-1.512292288,-2.762547531,0.536650069,-3.477195638,0.363526456,-0.572298604,-0.476130846,1
42.98095737,-200.0571279,-12.81525916,-6.816075446,61.84818436,-7.300762251,-46.0468653,0
3.046171835,-0.052109872,0.694062211,-1.38992792,-1.261108269,3.019801641,-0.855990379,1
51.72441338,86.50753217,43.71702764,259.5061478,-119.1896612,103.2497464,94.20190069,0
9.936323099,62.3547808,-19.16829631,-1.497906399,-184.3584536,-72.58354842,-87.55141697,0
-34.1237379,-59.9627201,-66.61255932,293.1234245,-28.85290091,-41.32733558,104.0769977,0
-0.716421934,0.578047108,3.800432579,-6.386301804,0.062167565,0.710872607,-0.66268641,1
-3.684466457,1.634338296,0.728302772,-3.52085609,-0.788729889,2.652675701,0.180040927,1
1.071699672,-0.482484534,2.157264981,1.385987972,-0.798299382,6.106735995,-4.883160611,1
-1.55951143,-1.562420916,0.472850993,-0.800574891,-1.280399274,-2.1212885,-1.043706784,1
-2.105951732,1.452795626,1.286764321,-0.3958566,1.520403775,0.204684194,0.454185054,1
1.246056574,1.203159417,1.71703572,3.219196632,2.663179369,-1.275052691,-0.980118416,1
203.9684364,44.00223487,-145.9396201,-76.19886302,-20.77604907,-14.22664393,221.9180745,0
-34.92777183,90.79415904,88.93073861,-73.90561604,101.6190135,-30.07025271,-91.22507779,0
0.106810241,-2.502897892,0.925902404,-2.288249401,0.4328708,3.66829692,0.793450687,1
109.4131735,114.7803676,-4.667546772,202.5114819,-103.9384866,-232.3378596,73.28992567,0
106.3493471,132.2981662,-27.31739139,-10.26973532,-24.48931271,-30.11842053,-40.18512117,0
-202.8742124,-82.5236454,-169.4017861,-248.2623304,88.28386433,159.1852772,-188.4646193,0
-0.641612805,-2.118193392,1.980987954,3.655804495,-2.268340689,2.447219643,-1.805871777,1
82.76099648,-184.828544,-74.9770285,-203.3720308,5.081755813,-71.09967263,-179.2331208,0
4.804446406,1.187110471,-0.682338481,2.033574332,2.277640642,-4.354159985,-0.000979649,1
-281.793039,-244.1526238,16.8065338,12.3668489,107.2982382,-185.7971471,-130.0305577,0
-3.185064928,-0.84699607,-1.620430488,0.513808901,-0.216233702,-2.163169174,0.68912738,1
-273.9248348,298.5480027,13.90303382,68.20382696,-93.93533259,160.6680193,103.7478688,0
24.74679941,-174.7295308,-32.10332756,-106.6298083,-163.2933471,-139.2687327,165.0441958,0
-38.53301681,42.91903998,-26.70106138,197.1624865,-22.34424193,87.83515027,121.1162733,0
111.9185965,155.2215149,-109.9679943,-208.6283459,-153.4190682,-122.7792045,364.8867302,0
-18.34785651,-121.3145525,-244.6963026,-106.3343729,48.38211847,41.41818883,-44.00269175,0
89.55687767,22.59591373,-19.61850669,61.13265969,35.63177127,-41.57159481,163.7216717,0
-5.439902179,-1.962334521,-0.608833362,-0.667718425,0.516287883,7.05447602,1.104639695,1
-3.042664378,1.864455718,-1.752630272,-4.200858468,-2.053409823,0.356735307,-1.316189875,1
-1.185707381,1.112832466,3.682243893,-4.829160912,-1.136173912,-0.813639758,0.09246657,1
-2.130117004,-0.214983592,-3.931277016,-0.1763153,0.831931201,1.088416068,-1.093939156,1
-34.84167968,17.41442078,58.42407502,-10.11171685,210.3632821,251.4666587,-20.10280877,0
-0.303362259,0.097072413,1.117287864,-0.040598573,-0.119143133,-2.764549844,-2.115607219,1
49.48650529,-86.38788999,-26.53971872,53.01992301,204.0444608,-221.1279583,-217.6886307,0
200.9966494,-70.44035061,65.31266963,-170.3358237,-13.4256064,-57.08077354,259.7559636,0
0.367500295,0.101535026,-0.033945809,-3.308635189,-0.713804772,0.147111959,1.99479913,1
-35.55318014,60.39363662,-87.23958566,-18.36535723,109.6148299,-50.83155959,-41.23906154,0
0.422825876,-0.130980429,0.556977289,1.174690513,0.066641094,-1.771256547,4.472048054,1
-291.186619,131.7642211,73.83759092,-76.7023109,-168.7175966,252.6591077,40.22299722,0
-0.974633931,1.649868014,2.946475219,6.458902884,-0.773413075,4.231643886,3.729375701,1
1.321574292,3.391436685,0.073475695,2.366971855,1.023006701,5.179527489,0.206738339,1
-20.24965314,177.7039163,86.95077414,-39.82985042,142.8339392,60.38311266,189.1846591,0
62.72276191,38.550791,-52.83172515,-189.7993308,-31.89598428,-81.41701578,-70.87833371,0
-0.126418759,-4.36686569,0.925467428,-2.218548704,1.475694386,1.800759248,4.221272418,1
16.65179494,3.175740907,41.38479223,-155.3068906,12.7055268,-162.9798608,137.5942644,0
74.61498674,-187.3262155,28.13594972,-98.51423332,-155.0974166,88.11031933,-113.1902311,0
2.672032878,0.262759199,-1.562097303,-0.409462912,0.91581279,-2.145446874,1.019846425,1
102.3481776,2.572627601,63.34200203,49.7780882,-61.59271033,-257.3302243,87.91923574,0
-50.89068151,177.7218826,34.19235739,-137.7451863,22.90621348,82.99114623,37.04485726,0
73.56896968,-225.3596402,-61.78591024,-26.38211545,-139.1285979,-41.88824298,-83.99160332,0
-0.688717536,70.67008683,20.39849434,19.13851264,13.79703637,-9.755140283,15.8880105,0
0.797987679,-1.660537355,1.89621859,-1.073397913,-0.521704991,3.837255141,1.903375946,1
-4.621858826,2.945603713,0.239932823,1.308771878,-0.469581154,1.319734222,0.779047477,1
1.278786117,0.272945336,0.847384025,-0.38231408,-1.478527066,7.254215563,-0.490284365,1
-2.399961472,-0.458467638,-0.219475067,5.370868388,-0.6194828,0.290788632,-1.777663714,1
240.4977586,73.13069168,103.5450821,-11.45587611,27.38452155,-198.4653196,96.19997512,0
-1.622447369,-1.947360209,2.881654328,0.329210213,0.117683469,5.310201873,0.95789728,1
-279.9372315,20.53826767,-42.5479709,-156.288561,-2.646094669,-198.8327609,126.3995171,0
-3.34332952,0.590734681,-6.265840127,2.104701783,0.100595518,-1.76721778,-1.008774604,1
27.19990474,23.71965823,50.24295695,94.61232591,-183.9183432,60.06421905,66.18601804,0
-118.343228,193.1020652,155.9091781,13.98882809,-82.11074332,-138.4962898,191.3451338,0
197.3424538,16.93519989,34.49251058,199.546772,-36.89800911,-99.66633009,46.3587652,0
2.934688986,-0.353827041,2.105033438,0.916270103,1.312772667,1.25987782,4.76213487,1
-0.037641382,-0.450539019,0.901116878,-3.080902447,-0.572499954,4.425592637,3.054596685,1
13.60278954,-181.1791268,-46.36180845,-205.3555381,-130.2103075,39.01422229,-26.37221985,0
1.349916845,5.331304432,2.702460669,2.399935993,0.487452677,3.442832496,0.796422868,1
-1.227875903,0.553010595,-0.43160216,1.24230965,0.596801403,-0.700223364,-1.986249273,1
1.261807868,0.489767141,-1.587441812,-2.559604689,1.334365672,0.008591543,-0.444738103,1
2.327306295,3.093057929,4.229299807,0.971233452,0.149912336,0.123857439,-0.464783308,1
-0.76953672,0.051672416,0.815993998,3.649617413,2.425225591,-0.809496445,0.072714282,1
3.429605736,-1.353468869,1.739980416,-2.769473353,-0.608625292,-0.663957706,0.17553651,1
25.0852713,168.3494488,-96.48641447,230.4462051,122.3614141,45.54899386,284.1563548,0
4.204547836,-1.915473368,-4.45650233,0.256980126,-0.419292136,2.546099544,-4.344283155,1
-24.17954007,-249.4633822,-164.5920958,194.3280342,-5.587878818,77.75894479,68.876128,0
102.8547898,134.0017368,67.80287499,-9.308212081,-13.6074481,65.35238639,90.35449781,0
1.080658695,-2.684787213,-0.907818135,-0.674603938,2.844619792,-2.942601176,-0.07447693,1
-3.589336276,2.853192396,1.705415799,5.389379309,1.309074428,4.522377193,0.783978057,1
-79.62069411,62.80895826,-9.214211572,114.1736683,114.9562435,-57.01924509,-14.37936205,0
23.1195318,153.8971171,-122.0529807,-249.4702402,201.5586779,133.5890311,-221.032601,0
-0.285747249,-1.170909685,-0.910376304,4.78015302,-2.60842963,3.704763505,1.81329199,1
6.443754285,231.028557,-203.3675843,91.95036455,95.77962126,-87.52278221,-132.6641767,0
-94.00073011,32.97829255,-122.0260706,43.24667169,107.436288,-170.4319115,80.89778611,0
168.150792,-57.26181778,-117.427653,-116.4294021,158.3037397,-171.0155764,-38.852821,0
2.725647887,0.52587512,-0.552648261,3.96045132,2.037410216,2.53970359,1.018611382,1
-57.07688394,-73.15270086,-52.87282782,-68.98570303,13.59162466,-156.7249463,54.9782009,0
-1.77159656,-3.649438023,-0.316913063,-2.427790599,1.367944907,0.986738362,-2.539451916,1
119.6065091,179.0324471,125.4608799,-159.7648079,159.3850226,104.8341763,-76.41199205,0
22.11188853,90.055057,-71.83599118,-32.52837904,-20.65299274,61.88257317,-78.10422318,0
232.1258673,-19.90865543,68.20577251,135.4134344,58.6338508,-63.9963608,-173.6552658,0
-0.276894977,-0.421981524,5.150385056,-0.428310715,-1.065528821,-3.227850642,0.985324956,1
-8.204851367,64.29312055,-142.9444173,106.6321234,-176.576834,58.42188719,87.4921384,0
-193.6725486,-32.14475589,-67.31899125,-172.2099181,-1.725856438,-93.27614422,211.7828118,0
6.923633452,60.67321225,92.45805804,57.77042622,-148.9786558,20.25230543,123.3369542,0
85.62901031,-81.24782393,-47.83446171,-237.0124877,-100.9815577,-40.85375548,-25.76260198,0
1.496316287,1.591502046,-8.072846027,-2.773187237,-0.21784217,-7.065031975,1.371824178,1
-1.587738888,0.202894427,-2.087042517,-2.210906123,-0.822803527,-0.655909979,1.294736953,1
2.150852174,2.28827036,0.681728563,-4.143425544,-1.144389791,-4.844606607,-0.047185024,1
-0.37578764,0.232130524,-1.620056733,-0.102792544,2.203956744,-1.392147528,3.789932868,1
-0.924090246,0.320510588,3.212705352,1.781775877,-1.338227582,2.514719945,-2.129864619,1
-87.29165031,168.3754884,-44.2800724,66.08091019,-130.3141185,4.463722616,-68.03648068,0
-277.4828542,-82.79576359,-140.8539344,-24.76325879,-10.34830317,-51.36703387,95.28697123,0
101.3536759,85.63685254,120.1908707,-106.948895,3.707452134,67.23064002,54.40043865,0
-2.347170829,2.723005698,7.343585743,-4.469363934,0.564884451,-1.691746023,0.46621677,1
-0.067845414,-0.266146544,-2.629800588,0.890243317,-1.192502213,-1.304551778,4.883293326,1
0.486982582,-0.108961818,-3.587288091,1.88802533,2.194711759,-2.838812033,-1.576804939,1
-206.8908107,48.70778879,90.70752328,-32.46057968,74.86580339,41.52671028,-118.5576652,0
3.321154556,-3.609971492,5.243357899,2.467092764,-1.119490153,-0.899080357,1.347754415,1
-8.605280821,-1.082340764,-79.05080063,-0.151400059,-9.401462096,-222.3193942,61.26161956,0
167.262078,-24.55234321,229.9600537,41.49731216,-120.8338774,-201.4258697,-359.911211,0
10.27208208,277.7430664,-169.1409768,-11.18721367,-181.7547722,37.3811594,127.8136928,0
110.8751656,110.0470731,-100.5806938,173.759082,72.43872496,76.25872268,169.5098716,0
-91.08396198,-189.1403193,-56.05844528,-49.32083035,339.7418447,67.79185052,96.17437769,0
-4.848346801,-0.936045064,1.35679912,1.533258607,-0.095952317,-0.407283734,-0.717880096,1
