F1,F2,F3,F4,F5,Label
16.89689142,11.17088169,8.53362222,6.514410973,17.86880852,0
4.467210235,6.435558326,4.350103209,-2.670227589,8.214845431,0
-13.65624828,-19.30132642,-7.951442438,-3.915780035,-11.51459369,1
-16.96344915,-11.38059245,-3.910744874,-13.05477774,-17.18304557,1
20.55510198,-2.934615562,12.60621949,-2.704549624,7.443205824,0
-8.448581867,-36.09917098,-14.83458741,-5.276762101,1.822868476,1
-32.94889256,-10.26601647,-8.289649111,-9.924400481,-7.993815438,1
16.09587169,-9.854959331,4.200022395,9.955335842,14.04217795,0
13.480581,17.56498019,1.071374602,6.657758757,6.890027003,0
-16.05800292,-13.08364872,-16.41913554,-17.51157231,-5.079225848,1
-14.50125772,-5.701640867,-8.749980107,-17.51349484,-30.82756108,1
13.85792491,14.25910188,10.97991245,11.57654253,8.497049985,0
-24.78776194,-11.5902579,-20.37206675,-6.047565985,-8.162631289,1
-28.6520699,-2.139202148,-5.824226916,-4.278017637,-3.823943406,1
-16.35821717,-9.254131782,-9.956381532,-7.6615872,-9.172682048,1
-19.87693414,-18.25497135,-9.052450001,-7.744300986,-30.16548055,1
10.70289953,8.378328263,16.49196596,9.037016007,-5.695356234,0
19.48109352,12.97586891,15.06554936,-2.13832358,7.636136451,0
5.37640585,25.82396058,11.11888362,7.79339125,2.713343013,0
-16.14602144,-20.24046263,-13.51039296,-4.448429965,-18.48461373,1
13.70067217,4.861083186,0.709814299,-0.018395062,13.57700762,0
20.54406075,8.104884185,6.395897235,4.179798558,-1.511335436,0
-41.07748264,-25.25944539,-10.33248065,-5.284557816,-12.37102933,1
9.056210822,12.13017951,14.06307847,8.772167873,4.836752041,0
-13.22852518,-0.951151244,-14.652884,-12.05266192,-4.713230503,1
-11.90715424,-7.863349683,-18.10873138,-8.725615173,-15.57039061,1
5.62470049,2.445989569,11.13710545,2.637185143,2.992754669,0
-38.03596087,-20.52616801,-4.177196349,-8.70400649,-23.04238695,1
10.74372284,16.75791412,2.200568849,3.448446235,-3.968598964,0
-27.52786748,-5.725430731,2.481619651,-4.498666271,-21.57774942,1
9.218259649,5.780609709,6.431946603,3.892466323,12.26508918,0
7.10806648,13.57868714,19.95838286,4.683640724,11.96931036,0
-13.97055208,-7.599038624,-14.79996526,-13.41647556,-5.839649846,1
-7.629023036,5.279408868,-7.607411565,-11.62849396,-14.5462899,1
-13.63618906,-14.61767509,-9.896796109,-9.198975039,-19.70985645,1
-18.40292464,-12.42313618,-18.30541031,0.812123769,-13.53272989,1
-15.16876845,-28.80484308,-12.90455811,-9.070103654,-15.42038014,1
-30.41072954,-7.724511084,-10.49831801,-13.02768056,-15.89081512,1
7.44142259,10.42001949,14.82990935,-0.251066127,5.507204236,0
-19.01273081,-5.528105515,-5.707446676,-8.121977919,-10.823685,1
-26.55267658,-12.15375363,-10.298622,-2.084707559,-14.11632923,1
-11.3233676,4.828415353,-11.92993468,0.230514725,-13.04288441,1
9.653547711,11.32800784,2.288293465,13.02162821,12.00079994,0
24.73703581,9.676081649,-0.037811524,7.075478304,15.09480196,0
6.13366069,2.201248268,3.47474931,8.076634325,11.77795842,0
-0.434238334,-8.085124555,-16.30391228,-0.553226935,-2.317996682,1
-20.16531173,9.256677065,-26.6134084,-3.779336903,-10.94411549,1
-21.58319888,-22.68435148,-9.343324315,0.481170586,-24.75163818,1
8.735081035,14.77039993,8.817109357,3.856515753,11.59789534,0
-9.164400876,-16.75942374,-15.08387069,-3.851119537,-8.084860453,1
11.39624841,13.56919576,9.388013906,1.071204903,6.932661031,0
-26.63162612,-8.266139164,-18.97829315,-2.71108787,-11.04695632,1
-22.60617884,-9.240462236,-4.165524705,-11.26469557,1.953925527,1
-5.459191089,-20.43713997,-22.60218887,-7.60924149,-8.034248262,1
8.064652311,6.529396454,11.37770614,6.352787078,12.85761719,0
16.15280287,2.866823321,2.13227791,7.648868707,-3.119858448,0
8.455788684,10.30499361,4.951452161,1.500633918,11.93447624,0
21.77905609,2.537034034,4.317167121,6.312266954,4.083274348,0
-19.81717489,-18.3787219,-12.59381182,-15.19961749,-4.805801846,1
17.55966478,20.07752881,21.40812205,16.12777379,12.8377679,0
-4.577498911,-26.88806583,-15.69924576,0.100892717,-24.5228722,1
-14.99392489,-12.00045858,-2.72450182,-5.506949911,8.761347958,1
16.07693019,3.990303645,11.12457938,10.54362851,11.73683589,0
-5.727453174,9.253325068,-8.608987929,-7.723046326,-24.05054001,1
-13.24204341,-5.769978901,-10.98058212,-12.58307264,-14.65465625,1
5.551163133,19.30495434,8.096315391,10.96197851,-0.055486536,0
23.1636177,3.169955865,10.26398956,5.811568307,9.857887606,0
-0.593936965,-8.404940816,-9.517571451,-13.69979346,-20.08624332,1
-1.632267792,10.63665343,5.430868781,8.099191628,3.796473552,0
-21.91885522,-17.63927616,-13.19662375,-13.01916941,-5.866674207,1
6.448568644,19.23094043,23.3232235,5.990171683,12.32395065,0
-17.56022209,-3.96938472,-23.60182202,-11.96079211,-27.83732507,1
19.74707467,0.410473288,10.43372059,2.657298076,7.586351151,0
-13.2470826,-5.645628874,-5.55394623,-4.118017409,-1.636301695,1
5.412159131,6.504085017,6.18656218,11.01627426,14.27865065,0
20.33830389,-2.365922627,9.740063966,4.106543161,14.32933393,0
11.44760257,13.29496094,8.456461685,11.28888705,3.364669417,0
-17.94139489,-15.42946761,-12.96839111,-6.638743175,-35.46932835,1
16.97705059,8.554895034,-1.113983761,8.982476644,14.98769288,0
6.434360759,12.81630794,0.534230788,7.242343918,1.925548725,0
8.356529851,8.991497858,6.269670334,7.859728731,3.984113719,0
-36.87365739,-8.242719278,-12.84646217,-7.853127558,-9.845366459,1
5.893132943,4.26111043,11.77267508,4.63239077,14.36843054,0
-3.721147521,-14.78109533,-17.47769515,-10.34406376,-9.459562658,1
-11.25807378,-8.988080857,-9.929574943,-8.294635579,-14.92025051,1
9.891624077,18.2769476,12.40200735,0.911626248,5.834062934,0
9.402102177,12.88495242,10.96926939,-2.601949967,3.825477342,0
-16.27576492,7.725825367,-3.251556388,-6.524153373,-8.314573563,1
17.98551301,11.86127254,6.676656139,4.915007701,2.250433302,0
-10.52574392,-11.56651933,-14.55050491,-10.87645003,-2.945220419,1
-6.304952542,-22.81432194,-18.09086735,-4.901927734,-4.709088575,1
4.144039233,-2.694936374,16.2046078,-1.471601676,-0.473686459,0
14.51290394,13.4493162,7.742289788,11.4514522,8.848386946,0
-30.09075655,-0.579476587,-10.17731598,-8.243580625,-21.2646135,1
-15.29131788,-16.25824591,-10.58443756,-8.256145054,-12.5266802,1
-15.00902079,-13.79093873,-12.23731264,-15.4630903,-2.843399416,1
-8.43783479,-22.37301865,-8.291242486,-12.60458705,-11.26408451,1
20.63038598,-29.36090792,-12.05236019,8.620935755,-9.415225879,1
19.52023189,14.99908472,26.55695964,6.124226511,18.0087798,0
-27.40338892,16.3639446,-13.43020614,-7.149711053,-27.49611204,1
-4.465983673,9.043218466,5.545688249,-0.03028242,15.76526062,0
-18.0868888,-21.40351696,-16.02040075,-17.84367719,-11.99876692,1
11.96614858,8.914650556,10.74920806,7.993263235,-0.507814539,0
-9.597174305,-8.167899022,10.77628064,-5.610937452,-31.88378389,1
-29.42786462,-23.8032745,-16.83484646,-1.013544189,-26.67358823,1
-1.285952885,15.50575431,5.238075566,9.112134644,0.269807672,0
7.259670207,-13.64353324,-1.626203121,-12.18603956,-13.21595566,1
12.27780676,4.769566656,0.271036536,8.60819188,5.498655903,0
-23.42820183,-17.46754817,-10.68647533,-10.68822065,-3.843034848,1
-18.61539228,-26.03185458,-5.30448757,-7.750847515,-9.639491809,1
-17.0702169,-15.43235704,-5.53421949,-12.23164199,-7.500748676,1
7.424963018,3.242926518,-0.175575199,5.053196051,16.19140336,0
-7.89697803,-12.90605098,-8.99142669,-4.06697728,-10.97453182,1
-31.93993448,-1.067027201,-16.2865913,-5.250578749,-16.76446525,1
-6.541050275,-11.33109667,-6.245935887,-0.343967626,-18.01636859,1
9.454973769,9.145444478,3.870842728,-1.701125164,10.28218606,0
-8.10555533,5.913214629,9.37895413,0.809158066,8.375573243,0
-12.20716437,-15.14670914,-15.83634757,-3.341667509,-22.83985616,1
-5.505395971,-25.10744987,-14.88270473,9.532898613,-2.348643159,1
-24.0096157,-17.55469858,-0.670457329,-3.574316616,-15.05406539,1
-5.464446729,-9.315409672,-14.6733132,-0.007198121,-12.23748305,1
-22.89306496,-21.93989853,0.494637833,-5.543237326,-12.9231136,1
-6.826165956,-22.04482988,-16.00231111,-2.021897223,-22.55550313,1
-17.33260143,0.838711721,-17.69788826,-11.59901608,-4.137992072,1
-14.16743006,-34.71794168,-14.65737792,-9.673885729,-17.39489889,1
-11.64646819,-19.66709224,-10.28986401,-11.43999906,-10.4972557,1
-2.419457146,-12.95643502,-8.828767463,-16.43933926,-15.54642361,1
21.03123154,5.265089104,18.25566546,5.549499939,5.189261073,0
10.56512609,8.524797496,18.15827226,-2.346778985,21.45118276,0
-4.497540706,-11.93982363,-9.77024103,-1.179387857,-12.3536445,1
19.35202183,11.21166345,11.76819316,7.245653406,8.398479959,0
6.685068684,4.240414168,0.173437733,6.665589569,2.344996846,0
18.94941636,9.275017844,11.01691414,4.298032926,19.8639082,0
-18.48145932,-13.41762878,-24.06329711,-10.44082359,-21.49856016,1
4.875270372,21.84389155,10.54003136,9.898420125,0.115504358,0
11.23195254,13.78044615,17.18902438,-0.234785586,14.16452972,0
-1.41231106,-21.65046145,-18.15088866,-8.914914659,-28.57633352,1
-28.44147378,-10.5167179,-7.489420047,-7.602511757,-6.774303226,1
-18.91559417,-33.37168967,-18.2601439,-10.84274869,-7.456698841,1
-14.56419363,-31.7845744,-14.31627642,-10.58896779,-17.71197219,1
7.866976262,11.30865267,19.94084281,5.075290212,7.696904416,0
-10.74834847,-23.13797865,1.374177374,-4.897593322,-12.79908119,1
21.04324123,2.722619171,15.32624078,0.41473838,6.478791487,0
-21.64278018,-12.65220719,-8.464270632,-3.311021019,-16.56598549,1
-17.80434075,-18.39921947,-14.62636765,1.268285469,-14.77873238,1
-14.76302589,-0.981116005,-7.2900416,-3.793886731,-16.78358381,1
1.08302415,26.56728017,10.55593574,4.987100346,12.20929511,0
-6.164717254,3.152601021,-19.76322717,-4.009748815,-6.779578452,1
-10.71088059,-20.37237341,-28.85893813,-3.011152792,-9.798188189,1
9.820959612,-2.511660975,12.91026679,6.972921561,3.301182669,0
15.31502784,20.22160389,6.602450576,3.648163607,13.2821779,0
14.22845373,6.065851087,10.10876108,6.206512571,-2.257958914,0
22.2254711,7.215507716,1.616667142,10.77999449,18.20339984,0
14.80358163,11.98017419,7.028601771,7.924942821,-0.200531928,0
-22.85545275,-28.33099583,-18.20687255,-9.984686228,-5.460550112,1
-9.497405438,-23.04094858,-14.25518959,-6.581629525,-5.30731581,1
16.0337963,3.437720513,2.247642549,1.691899868,10.31147097,0
-25.9386436,-12.27946098,-16.49243022,0.872257562,-10.95537883,1
-26.70102829,-8.763619756,-18.04673645,-7.866839331,-6.17614598,1
-22.07171046,-4.656108669,-1.73263132,-0.559865927,-26.43391961,1
-8.836520866,-14.16809018,-13.38334353,-5.848484294,-3.408317703,1
-14.55406757,-22.53387968,-15.91793282,-4.185678386,-20.22861518,1
-23.95880784,-11.67363787,-9.652262279,1.87195244,-11.75106729,1
-23.05191097,-23.2857148,-13.54236531,-11.4133047,-7.524894069,1
-16.60301175,-0.782507475,-16.31145771,-9.206645155,-16.93588554,1
14.79661098,1.035938716,3.111017627,3.471457192,8.662489709,0
-8.298847749,-26.15741098,-4.670357174,-9.448375869,-7.325711487,1
3.838291697,6.271593584,11.40517599,0.852474952,13.41178636,0
-11.99195206,7.644269935,-18.67618377,-6.165133296,-5.642339057,1
-28.35381134,1.435962239,-19.96917612,0.299223941,-15.86920005,1
-1.346745117,20.08516113,0.215564058,1.405448283,9.375974772,0
8.775683802,7.207322781,-4.222238531,2.802612637,12.66126576,0
6.082096653,3.023823569,13.14466284,4.25698551,4.979117528,0
-6.097357429,-15.76295754,-1.299812072,-10.98047865,-9.448762999,1
7.885978735,-12.66627863,-18.37389172,-10.20592985,-18.36829825,1
-1.395366308,15.06611855,10.88717428,5.472098249,11.15685569,0
-28.6473524,-11.869977,-13.25760751,-15.65604046,-13.28402053,1
-26.53355057,-2.523528013,-3.50951711,1.930051262,-18.48550565,1
15.68701031,10.69549635,17.33894743,6.154717434,4.198003998,0
19.38275882,8.180048591,9.195398934,10.58272183,12.16350273,0
-15.47976073,-4.375431507,-16.62927859,-6.302864998,-13.36939595,1
16.98468012,11.59405042,20.62603725,3.660655148,6.444419665,0
3.694641813,3.648610992,5.14686229,5.408922015,1.705738494,0
-15.96960418,-4.90026482,-4.403848093,0.362033008,-24.77456862,1
-24.2176887,-18.19164827,-7.131458906,-5.80904801,-27.13212215,1
-14.07153525,-14.36469243,-2.186267758,-7.730913655,-13.36450988,1
-7.490097473,-23.11368409,-8.590193749,-12.02797745,-39.84042509,1
0.582972572,-12.8514538,-21.57468714,-7.739963632,-12.92618629,1
0.837756494,16.04399225,1.062214682,4.738681572,1.55627717,0
-42.87689902,-0.444355334,-2.037816985,0.45585035,-6.044201497,1
-16.70321036,-8.849836971,-9.801789187,-9.527552814,3.203681855,1
-19.89327037,-26.56242755,7.124110144,-5.743533791,-10.4556781,1
-2.959393397,-14.50588758,-23.6426776,4.909503463,-9.150199044,1
18.93760608,7.372305112,5.368493448,3.075797152,13.4016032,0
10.5990933,-5.871088418,12.38529466,4.109425735,6.127352138,0
-14.29610815,-15.10012326,-11.13587273,-8.484576169,-18.26208123,1
-20.90655039,-23.06453329,-7.778840236,-6.036586999,-17.79945987,1
-8.259381598,-16.31222946,-2.226815847,-5.975435342,-7.889247605,1
22.6735714,9.448956011,0.454938167,8.541323505,-2.176612997,0
-15.77687588,-11.54333238,-15.76033869,-11.84929942,-11.82041538,1
2.018428784,11.18555994,4.646971036,3.009729199,9.012295805,0
-17.32094722,-39.96166494,-14.72967146,0.157655628,-4.773690089,1
-0.177165678,-19.87974403,-12.28221952,-9.953326213,-5.283326406,1
-29.84941709,-31.86620333,-14.17382381,-4.367817818,1.479330272,1
15.50964138,18.76153026,8.043713724,6.688523914,10.07361894,0
18.11309239,4.354396536,7.118251285,1.221027372,15.43614029,0
-43.55791965,-26.0337373,-19.6491926,-14.8389641,3.663044645,1
-8.136966061,-23.08851664,-10.65233826,2.064023248,-1.355359107,1
-13.1008419,-9.476083335,-15.58331308,-11.32663541,-24.58168567,1
5.048618519,6.58725628,12.56178509,7.860519388,5.815347843,0
24.14170485,13.47587265,12.55433315,13.02713044,11.44805888,0
31.7854622,17.55442448,3.468271088,2.260526381,6.874522321,0
-8.75456423,-27.85222819,-18.14932632,-7.837521275,-6.41010418,1
13.76094448,1.476495563,15.31553189,2.508227398,14.97504432,0
18.07383483,6.259988025,10.24835641,4.705541771,15.96998521,0
-23.71804018,-17.43595432,-19.6131181,-13.276756,-20.3504621,1
-9.299879684,-18.96681187,-18.42084006,-4.043273417,-10.33162909,1
12.85825384,14.46308824,5.414436696,2.748502046,6.347474082,0
9.5410088,4.058893473,10.8921637,9.104614406,13.52490589,0
-24.07986618,-13.16882341,-11.97273241,-6.235738183,-4.382465824,1
7.807761981,-0.803670246,17.11226465,9.019674006,13.0369283,0
-4.440453871,-11.06221513,-15.01222659,-8.299706847,-16.7533863,1
-24.97244296,-28.91639578,-7.752166306,-12.70968269,-16.19504813,1
-40.45606426,-16.85546287,-14.12376726,-6.885642969,-2.698171044,1
-0.354581309,10.85759447,0.751689733,8.67332487,-2.491755953,0
20.10827159,15.17096804,14.65921225,7.958368741,19.31055234,0
12.17871192,1.384847944,12.98264108,8.944607224,-0.14463156,0
13.56402397,9.674231815,17.20302678,8.625470858,-4.696473484,0
-28.1903555,2.285907082,-15.36938898,-2.686053591,-3.288715054,1
-9.576188963,-19.67613679,-12.39973891,-14.15767859,-8.553747732,1
-12.72574162,10.21711387,8.332271918,-0.819486416,19.35234619,0
12.19356599,19.9712153,7.786743233,5.529525889,10.4852563,0
16.48564022,4.536118035,20.46299167,-2.865597321,16.48264398,0
16.39445442,8.46785492,11.0375913,6.360139932,8.419616058,0
-20.76866645,-7.070424373,-8.480938609,-17.80042549,-18.28892296,1
-23.28340382,-15.49412103,-11.25800671,-8.953909056,-26.52168274,1
21.73935876,-6.168864879,1.935227638,6.449754342,-4.44040818,0
15.19984326,9.611112333,9.429276772,8.663307964,12.85097408,0
12.87668413,10.58848382,14.58209679,0.566164787,2.793998643,0
-28.40617379,-9.673965048,-3.830332391,1.030483956,-15.12356276,1
-11.56046804,-20.50692976,-8.991923597,-6.501759567,-13.60216975,1
-19.94139757,-6.902137304,0.785247771,-2.054379949,-5.875109793,1
17.72608475,9.259437989,1.251025892,6.749050218,3.753000827,0
17.97213066,21.89092196,15.35195355,6.710462751,7.439943762,0
30.25677427,4.718502556,0.420892242,12.65898488,2.982585005,0
-12.44829886,7.676314,-22.35396395,-11.12248624,-21.53426173,1
-23.80036919,-24.54556153,-6.053668479,-9.358330805,-14.35218874,1
16.48954751,2.514108116,8.160234852,6.433797408,22.2112312,0
-11.95688577,-25.44640651,-0.251757445,8.069549409,-19.40267044,1
-21.96896915,-2.718632088,-15.38374947,-8.749389824,-5.597789538,1
17.29269474,9.927893363,18.45222276,2.358382139,9.755886816,0
18.27468137,4.599477491,17.07951043,4.047144746,-1.354492107,0
-25.92278645,-4.410013699,-15.88535142,7.735882537,-20.91174916,1
10.98166427,18.98651737,10.60690977,12.20924118,15.28776548,0
-24.70620026,-27.76278122,-11.5465402,-13.68765331,-6.606996348,1
-13.34788846,-13.59894625,-7.016438799,-8.262215246,-23.46200855,1
11.29004974,7.716397765,8.932026164,6.623637097,7.918277174,0
-25.2153702,-9.845878989,-10.11374754,-3.139435988,-16.96980376,1
-21.48970994,-12.50322734,-17.05280561,-7.033889243,-7.321809108,1
2.346259101,11.09887878,7.308183371,6.704818587,12.28811004,0
-11.45967853,-33.82320005,-9.284282887,2.021413502,-8.412665872,1
-26.43773579,-16.25041907,-13.19323454,-13.33975407,-6.212061217,1
19.53145235,7.278481697,13.38655008,1.977251999,13.03307376,0
-18.98290076,-9.089504206,-17.04982955,-7.320577091,-26.20681461,1
11.78349298,16.72532511,8.885120764,2.429840749,13.83163194,0
-30.34493338,-19.73246271,-2.522131213,-14.39462588,-17.12450524,1
14.64900788,2.627557471,12.7660137,-0.111375433,2.6301392,0
-8.798887008,-21.54942233,-8.346072014,-6.668878766,-12.11275526,1
-9.338341901,-7.008779723,-10.70366892,-14.19065167,-22.1817959,1
24.40470505,7.254873676,8.715007979,13.60426763,3.38157685,0
12.85301685,-0.700802077,6.206714151,4.075076106,-1.956517509,0
8.587787165,11.05040398,8.688984722,1.897072564,17.13390722,0
3.37624825,-22.11900471,-6.866993757,-5.917036848,-21.31910161,1
-11.61910709,-10.04183484,-8.811700887,-12.4945613,-17.97454607,1
7.758286118,6.62519897,15.90271779,6.859563414,2.664324627,0
-2.58563829,1.838518705,2.897130309,5.993438506,11.12326892,0
-29.46549656,-12.90187451,-24.50564201,-4.806198819,-18.09403802,1
2.033980416,10.70074814,11.80070353,-0.313151029,12.98873997,0
7.269484579,6.561998287,4.189573845,2.918980035,0.454162771,0
5.913536664,7.455506822,-1.84782426,7.237941096,15.34700902,0
-23.38826236,-20.03435302,-6.333537532,-0.999496572,-15.80781971,1
12.66297436,-8.354533046,-21.94045906,-10.69166932,-19.14793671,1
-22.58407776,-30.3213831,-6.584954679,-3.572168911,-13.79337775,1
-10.66832577,-10.54352245,-6.075107021,-10.35365105,-2.485617423,1
-34.53355809,-30.03108538,-10.27775903,-6.673531085,-10.69457325,1
-18.53338009,0.634429008,-9.258152611,-9.325222295,-22.71270892,1
6.814270984,-6.761217104,10.51046359,3.106136511,2.031080304,0
12.56947381,9.90760099,23.89678924,3.958808965,9.910686484,0
19.91237997,13.64974609,13.35327126,12.01152687,18.15267847,0
-14.60781753,-8.674449624,-10.39042688,-4.176965942,-4.352186904,1
15.9707699,-3.596770131,13.41949103,3.872015521,7.968276438,0
13.17616628,12.57042127,11.19979754,9.455998711,19.2791021,0
-14.34990901,-0.657100641,-13.01017559,-6.239934655,-30.79646004,1
-13.8738064,-17.10427362,-7.600912344,-6.219473948,-10.59528769,1
-27.65148665,0.221915737,-24.00125861,-3.457475225,-26.90546182,1
12.05800536,13.36434843,2.150766572,4.797842617,1.206317303,0
8.557524927,3.956650637,0.407433048,5.964220361,10.30258694,0
12.36333873,2.03423112,5.500857373,8.172929076,-7.886250109,0
16.43381433,2.022251658,15.78234697,3.555999378,12.38958361,0
-12.18608091,3.665403996,-9.322267704,-13.07830628,-15.25505108,1
13.90287025,11.41793196,11.01078873,0.966187827,10.29544185,0
-0.324728251,-29.09060693,-11.13906329,-5.324113613,-17.4176399,1
-19.68749811,-15.72022503,-11.22626767,-4.028388212,-7.585096484,1
-16.81600377,-18.67632241,-10.5787239,-0.541772208,-22.79904662,1
15.39533205,6.681089813,10.84868235,7.743600867,14.30532311,0
15.96106601,4.415073281,16.37421839,-1.206718423,0.091036124,0
-6.723266991,-14.30014976,-26.44138728,-9.655872959,-17.8008642,1
-18.90656473,-26.59976028,-10.66496256,-6.525130062,-8.453425216,1
-16.64227624,-12.37964338,-13.01337419,-6.577260255,-20.32910391,1
-7.953321439,-8.898238173,-10.46930532,-11.23217468,-13.8355273,1
-2.163958808,-12.82358467,-3.242151396,-7.29181182,-11.82262788,1
4.631029978,17.36923721,30.20839684,17.96706671,1.340544679,0
7.823435914,2.178983457,-19.3501114,-10.31396232,-5.913182192,1
20.34318945,5.69020909,8.479694998,1.263600175,7.900126071,0
11.06230549,14.65264269,13.23926817,5.321249303,1.512853105,0
3.623034129,10.73983154,9.194813716,2.011337307,6.373895674,0
-10.28732428,-2.358550685,-22.8245586,-12.97308849,-23.8399245,1
8.398814337,12.27663026,7.873273478,6.65413489,-4.636727803,0
-14.17432942,-18.31666395,-13.77041295,-1.4070078,-17.09719765,1
19.63479326,14.38198024,17.55915406,12.92711802,10.31427445,0
25.68819314,26.92577494,4.045741885,6.972231853,8.219491772,0
10.71649138,13.69916524,17.69412179,3.259013625,5.015161656,0
-0.479169702,-22.48226949,-5.715703258,-12.9298565,-12.99156962,1
-25.81360046,-21.45009168,-1.442526235,-3.061741092,-11.0186948,1
-1.188933553,-8.823112622,-9.766635591,-3.829960354,-2.575475982,1
-9.600355111,-8.355497694,-22.09663708,-5.751695987,-7.246757631,1
23.62851962,7.390457627,12.15137514,3.426967175,18.53743587,0
21.76500289,4.928043916,19.7584841,8.326145189,2.502280661,0
-8.469356422,-12.61173957,-16.05398632,-6.30343723,-14.89522466,1
-3.192855928,-3.208478595,5.573761232,3.886822436,7.794356909,0
-12.13300088,2.533533717,-13.26940692,-12.63273975,-35.02409419,1
19.0916039,7.378187003,12.80777684,1.405958609,7.60804364,0
18.677577,2.621215477,12.89090212,9.678037226,-5.288939742,0
16.78310002,7.297742948,9.011256917,4.997984625,23.14971764,0
-22.33741343,-14.12234661,-16.67664877,-14.69650858,-23.50114357,1
