F1,F2,F3,F4,F5,F6,F7,F8,Label
-9.5615173,-6.940209899,0.268036734,0.349424909,-5.938843897,2.809482543,-6.216484698,-22.5157511,1
-9.147915721,-10.45796749,-0.453732902,-3.116275315,-11.65566899,5.642791143,-10.51836756,-17.29917893,1
20.10809744,19.84788257,17.90620263,3.278943766,7.022932878,7.638298547,8.974608223,-1.271938929,0
19.21567422,5.530392226,3.611612681,8.578102163,-1.639115863,6.830411618,19.21779688,1.8594001,0
8.500860076,-12.97260568,6.089801561,-4.899072325,4.708952507,3.877262361,11.90882551,12.21681841,0
13.6100486,27.61654447,21.56335781,0.077091569,4.636153707,0.657223719,2.054500866,19.85596894,0
16.45052268,-9.031834232,-7.009417067,15.34112252,10.96981668,-2.028074055,11.28769991,2.406735791,0
-1.363685278,-3.803049293,-13.43582628,-1.44183931,-9.697305272,-4.910115783,-4.804011806,9.39504441,1
1.310344758,0.324186899,-11.05063215,-0.855194746,-3.136088112,-1.538930787,-15.7569135,2.847597643,1
-1.830615954,-11.72570147,-6.2135284,-2.609281701,7.595622059,-8.886641995,-2.448193498,-19.23519308,1
4.177975661,-3.776255252,-1.697895094,-2.442974779,-12.83632242,-16.73854491,-7.688122819,-17.31058185,1
-11.14363355,2.837127066,-13.46419058,-1.911188718,3.019783578,2.359171165,-6.180061831,-12.05832734,1
-2.635866606,-8.510543325,-13.57014954,-1.941595651,-4.212722792,-12.43083049,-11.18421637,2.27776908,1
-10.79330706,-6.097386891,-2.349807332,-0.955877407,-15.74789404,-15.78372426,-7.056268743,-6.162612372,1
10.77321725,21.29880039,3.294942613,8.263015939,2.18362818,8.80463105,11.4432136,21.92713934,0
-2.22884592,-11.3159738,-8.934008215,-2.124059137,-9.315513057,-20.24211487,-0.829536072,-0.869976864,1
21.62668389,18.49265343,-1.811393567,16.77351839,-5.413510296,4.964952445,11.00234165,11.82018703,0
12.11991193,22.92713175,3.309524557,18.19417889,7.826458824,5.930944283,-3.393647464,5.117993211,0
-11.00820985,-0.00219108,0.759876193,-1.478337236,-17.49235777,-2.904291645,-8.859955282,-9.766317841,1
-11.21494808,-4.191485057,-7.157009534,0.127440231,-14.43652984,-5.756955565,-11.13471239,-14.56177014,1
1.280618591,0.72389873,-15.61427777,-1.418714562,-0.433600317,-17.37720425,-3.069476607,-18.05070944,1
-8.416140427,-13.17834623,-4.989504306,-1.228562508,-15.2717417,-16.48564997,-2.441064619,8.580919397,1
16.86014919,0.029084911,14.48110084,3.712840504,13.69383417,7.1451871,6.753701428,-16.59232156,0
-8.081464198,11.64074694,17.27583023,9.572535271,6.74213402,4.624350121,4.223155451,-14.81360243,0
-9.770431693,-9.116015061,-5.595020951,-0.101658996,-1.152462933,-1.256008124,-9.668193121,-14.16251531,1
-9.830585276,-4.942899021,-10.29118464,-1.980810603,1.239432547,-22.87265026,-6.053423902,-1.199647547,1
-16.35897116,-0.880548331,11.34661079,-0.772596524,-13.58840679,-21.34306665,-5.136804067,0.632832511,1
-2.498386511,-8.00286943,10.2840209,-0.63979876,2.71312941,7.793284333,-2.906433077,5.275483956,0
6.794785639,10.39779432,8.512752076,6.714768069,-0.292034763,1.997085824,7.760544307,-8.647036708,0
-2.205599518,-4.098705439,-2.819173283,-1.738358537,-12.00916371,-16.54665547,-7.78228521,-13.18432804,1
10.32047287,3.742154355,26.57863699,0.24432292,16.50946815,9.838813889,-10.45653684,3.180122882,0
-3.326670422,3.469283003,5.775106643,8.642234863,10.7735879,3.058807263,3.005869769,9.787058201,0
-2.66878978,-4.85220251,-6.203686664,-2.152703314,-0.003707587,-0.559676462,0.40415926,-9.995269774,1
-5.405466271,-21.79662827,-20.26498027,-2.210636885,-7.950895574,-8.093314045,-4.652424399,-14.29651665,1
-1.039536038,-8.002895367,-9.373486193,-0.361427087,-15.89823777,-13.22858164,-0.416704903,-1.551562549,1
1.253057775,-9.638806929,-22.57075215,-1.200700137,-4.320978219,-11.09815554,-5.044857744,-6.664369157,1
-12.05358607,-1.560007527,-6.047089418,1.447396719,-11.73049868,-10.34426138,-13.51755242,-9.378747568,1
-7.422031411,-3.638274817,2.831287557,-1.245212659,-16.50880819,-3.497588378,-11.24312281,6.654585844,1
7.900988067,4.854459185,12.14724048,0.437215016,0.94518231,0.431628536,-2.392348534,-3.024077505,0
8.752108135,29.52728614,12.63862009,14.98792633,7.166386171,3.304348858,25.20705323,1.138762491,0
-0.867342034,-15.1473261,-9.339814041,-2.60383881,-4.892879403,-8.853796779,-9.604288597,11.5125103,1
12.67424111,-1.454008441,-0.448790448,2.435104417,0.29940092,11.55612912,4.280164006,0.681264937,0
4.657651594,-16.28048831,-17.54708743,-1.938841865,4.893795693,-0.192728514,-11.38404703,0.261866207,1
-2.679744782,-14.03204019,-18.71209959,-2.346178816,-7.259767836,-10.76983777,3.399530144,4.519989838,1
11.49970899,12.78991871,23.04905774,-2.937185859,13.53439981,11.52846751,6.593491455,7.807122321,0
5.1066391,4.868102137,19.54172118,2.919199849,1.821854763,8.215377435,-13.74818874,10.9225673,0
11.94902253,6.595369422,5.946714886,8.130876746,-2.57086935,0.336051593,27.97715349,7.785095977,0
-3.953988549,-1.363751096,-5.366463897,-0.812130196,0.911043332,5.667271696,-7.445427533,-2.401525158,1
-10.23022225,-18.77481204,-7.440571983,2.335759872,-14.01680206,-14.60437862,-7.104656985,-14.47656201,1
-0.003788187,5.038510896,6.677752084,11.45322687,5.758130694,6.011803832,0.002562533,3.735221026,0
-4.423276396,6.130827253,-12.78597526,0.053272086,-16.08996399,2.578944191,0.417762281,2.751709515,1
-3.064914404,-19.54310413,-5.770392425,-2.004848814,1.692193946,11.42925387,-4.739747899,-0.361696187,1
-1.843381455,1.710063745,-9.04552355,4.186398054,2.674197306,13.2945189,12.79806283,2.75927026,0
18.34280511,12.11613781,21.68081038,10.17051283,5.765647794,8.929307436,5.954698969,2.159669026,0
0.51705972,-8.162395606,-9.876955273,-4.943707118,4.987697976,-6.803198314,-11.39674888,1.574503526,1
-1.661696811,-7.283615799,-4.389434027,-2.235582999,8.947356719,-4.476793261,-9.565900149,0.596803587,1
12.5925997,-4.063346264,13.1025027,7.83283063,-3.683780323,8.672549246,-1.081454841,12.74311416,0
-7.899281684,-15.59325891,8.56711103,-0.076765346,-22.14312089,6.500289973,-5.245044864,-13.15777788,1
8.411648474,9.310915018,-1.556504016,-4.896674688,7.173980075,-3.264462066,2.817721399,1.530916731,0
-2.525038999,-1.843196387,-2.152799412,0.209879309,-11.98396187,-5.355527727,-11.04468162,-1.727083759,1
-3.258010297,-15.61014133,1.243247757,-1.365648077,-3.901462323,-7.425882464,-0.062520148,-3.556455225,1
-1.695165467,-19.99908864,-7.993990243,-1.809733519,-6.281695731,-15.58945663,-11.72746094,-15.04311254,1
-9.135513986,5.792315406,22.87114079,6.816048027,12.98864545,12.33647484,21.43809767,-4.866042093,0
16.90504186,12.50051707,17.36453257,-7.156579142,8.149240941,8.509469683,21.73805026,0.141992449,0
2.245996589,9.883752613,5.297904935,6.501596969,-0.120447777,0.543356643,11.72323578,9.702567498,0
6.639410119,6.520708719,10.93934088,8.135460175,9.529041422,8.660553841,4.812539948,13.85880559,0
9.449290957,-1.27146909,5.134290465,-9.012977817,1.154351505,11.15569155,-5.540775338,16.92092368,0
-13.29985635,2.607890869,-12.57954001,-0.45733804,1.484033854,-10.19354522,-10.68283389,-11.00416331,1
2.736152054,-5.731261633,1.246766684,0.535713681,2.247049178,-1.314892085,-9.19916524,-22.95488039,1
15.54550413,0.017463375,8.123740175,12.10689994,0.662201589,8.055510085,-1.461388765,2.340479,0
11.71028236,16.00764797,16.85020625,1.456176696,4.870476188,3.866621523,-3.940626903,10.45258777,0
3.01150946,5.249325882,7.145672884,2.018445059,7.107326055,9.146043959,15.15112144,-7.205570846,0
-11.3129639,-2.386750508,0.557016605,0.344038014,-2.292220954,-6.045605395,-10.13743182,-12.14429571,1
-11.68517911,15.55106164,7.12940223,0.703037728,8.86061427,0.522664433,15.35874742,20.49858445,0
-9.394867762,-12.90390753,3.708320629,-0.318565472,0.204240008,-8.2331326,-5.589924692,-16.09405036,1
-5.342513294,-14.5202704,0.020862889,-2.798131227,-8.048062235,-3.423464464,-4.468420335,-6.880449311,1
-3.651098637,18.32612191,-6.550390142,-0.300310517,7.083399975,-5.329157376,-2.204134112,-0.098306191,0
-5.337190943,1.119767122,1.172060698,4.562118484,2.086289735,1.609738896,11.5297669,2.947137808,0
-0.133626938,15.1847407,-4.485539709,-0.120942196,5.80487338,-4.948646692,19.82815231,-4.906740979,0
5.770472901,14.9613645,-1.290395949,6.202668852,10.50680997,10.49243162,21.30953028,-3.620753145,0
18.78702874,14.89436407,0.774057702,1.627067857,6.203708628,1.553660214,6.123767602,5.344559773,0
-6.066127321,12.48154373,14.90037146,-4.150608442,-11.94262112,2.550797032,7.15002599,-16.02887426,1
3.901495862,-2.707968892,-9.977411463,-2.265862044,-0.267199949,-12.38205395,-1.399590157,3.557962344,1
1.755678237,10.8049029,0.552741997,-3.797005909,5.12523613,4.749836938,8.060511159,4.136856427,0
9.230771926,2.3742573,19.04284871,6.104595756,8.208611798,3.967298394,9.698072434,13.14474489,0
13.14802378,17.08236702,3.152102852,-4.563248177,-0.306227179,9.780279226,0.201231389,12.73876822,0
-19.66540781,-9.230601216,-8.514961426,0.871701778,6.816416468,-8.472995648,2.411489879,1.577740663,1
5.438680448,-13.25440175,-16.03008879,-1.781860262,-9.434982515,-2.614964849,3.716424993,-4.351593873,1
23.65776671,-4.43500551,1.144313125,13.17382168,5.862148154,2.564457603,19.54797265,7.947590372,0
10.77888024,16.00326505,-0.185514025,-10.58824091,1.399319644,11.89915972,10.06194131,4.183751054,0
2.455269875,-5.798286065,-1.082283963,1.285477325,14.93950505,1.164666071,10.8085547,32.12681428,0
15.95041354,17.14188933,0.336921102,7.56888935,4.420148937,8.961428464,9.926400144,1.045864943,0
-3.727266717,16.54579218,2.284049648,10.03754014,15.99059553,2.884558511,8.544477144,8.386717155,0
8.167473498,10.08385632,3.640347975,4.371467136,8.627629838,-1.711150659,14.22546394,-0.918285966,0
-4.276689899,-2.912246746,-15.76318058,-1.440531694,10.15483036,1.202263114,4.495498695,-3.41592455,1
20.12207013,7.357694157,-2.669476439,13.4574608,0.741086292,10.21361104,5.655301424,1.781099474,0
-0.915091729,-5.594778416,-2.721803179,7.222066124,-10.49028913,0.304142274,-6.026257186,15.4246112,0
5.380633961,2.232169974,17.04838541,8.549391037,1.447191426,5.271759325,7.909604395,12.61616544,0
-0.291729235,0.344164045,9.692002035,10.58114307,6.408243798,3.676914556,-2.333196831,7.40507845,0
3.277196478,11.90355582,3.727904892,-1.09966657,14.68340786,5.327361059,23.32889309,2.258942385,0
4.661456195,10.07135295,17.69293161,1.868944372,8.823592306,0.080030429,17.30510327,-6.128522387,0
6.055328982,10.2997771,5.404948238,3.829977301,8.499765856,-12.51686641,-5.280653537,14.6880138,0
13.36357003,12.63179321,4.403895259,0.892519804,7.324871855,0.598464795,17.38236328,3.867501965,0
-2.007240119,-9.559599557,-7.606872388,-2.054484553,-9.12620039,-4.645104664,-6.233169521,-32.71836217,1
-8.412553917,6.547721236,-2.781042621,0.311028081,-3.197865505,-24.72428908,-6.560954551,-18.75387026,1
18.33484966,4.810941707,0.920959915,7.976836113,1.666538914,0.278430266,9.971834427,13.42199884,0
21.85646986,0.430687986,3.08517703,9.525998784,-0.072211329,1.48086388,4.430565686,-4.047939115,0
-3.4809,-3.65849654,-18.55217629,-1.091577678,-0.156425841,-8.283712951,-5.153523051,-14.23817948,1
9.31830338,0.577538532,5.583797635,1.990057615,1.558644097,-4.850747835,-4.944030757,-4.89371556,0
15.60089492,27.45089754,-3.203777765,1.467300993,6.618567313,2.177264923,1.278174486,4.614181935,0
-3.529782293,27.0389857,3.053614189,6.376562369,0.008105439,-2.998325941,4.358831552,9.454418338,0
11.9692015,32.16504383,14.23209231,11.31858632,11.97707233,4.033827314,-4.431477684,13.25800349,0
4.064458516,7.313226667,6.364431238,6.830765755,4.569937355,-0.912639377,1.374748422,21.57933398,0
3.049541499,-1.468692356,-8.227517565,-1.548204921,-2.002684905,-12.64820665,-3.998036452,-28.36240664,1
-13.5832776,-6.61368384,11.21286493,-1.30585617,-21.62904747,-6.917462598,-5.613395911,-18.24816392,1
16.89091178,5.252343178,23.74792206,3.168859176,9.179917143,4.545139768,13.32341901,-2.401446206,0
0.325110214,5.144801265,16.80945618,11.91659386,-2.463898408,5.436653757,9.333080712,-4.389438408,0
4.129315653,-0.163782491,8.657180067,-1.168271772,8.363436211,7.048799903,3.768687753,23.8000172,0
-7.034062199,-3.613193789,-23.45118813,-5.398694568,-12.22343331,-18.54391815,3.009941519,-11.34853463,1
17.88622203,8.319428668,5.166640062,4.088286077,2.166246989,4.004045278,3.205752451,12.86239055,0
-1.499915438,-2.752576614,-17.41244475,-1.44226438,-2.983763912,0.152860173,-1.912752395,-4.517598647,1
3.193615842,26.90961137,-3.896819934,16.67586618,13.32307263,-3.529209513,7.821870755,-4.137062522,0
-6.198573831,-1.750933967,7.475790991,3.564662667,4.634655658,0.603202434,1.644396409,7.682916119,0
11.71940413,0.837552811,-10.49104155,8.408337631,10.22402479,8.244958958,16.75860663,15.20346512,0
20.67677754,16.89812214,7.031430142,8.384365329,-1.822154517,1.60009718,5.570703757,8.472666511,0
-7.202327666,6.972670645,-15.11748842,0.173372847,5.164560367,-15.62257406,-6.267329673,-13.31149448,1
-7.341489706,1.958480087,-13.66090125,-0.209326576,-3.434145291,-28.78910248,-8.724724424,-1.631656686,1
-5.554599159,-3.591617568,-10.6920287,-2.544259452,-17.39994765,-7.254649238,-5.051100141,-9.222730005,1
-11.75426845,-10.67389637,2.492602873,-2.268210172,-0.041938782,-22.60002987,-12.70188335,-19.90947319,1
18.72176712,9.547418234,4.729206561,8.765491285,0.511585452,-4.790024517,4.260848346,16.06651412,0
-12.49568636,-10.88732163,-5.133218876,-1.244317383,-9.235592861,-30.90098226,-7.22958622,-13.39553209,1
-4.648310458,-9.220255427,12.12103424,-2.563231913,2.651494052,-0.919713612,-8.032904907,12.072631,1
9.842730427,18.91751563,3.125093175,-3.007701493,3.142217124,-1.817578911,9.220624029,-5.433969665,0
-1.241093984,-16.02078365,-3.499763814,-1.561287502,-11.51708986,-26.62049003,-14.11871872,-6.20041727,1
-8.005385333,-8.357551687,-5.90434799,-2.528312586,-5.6639885,-20.80878082,-14.29200066,-10.1357335,1
13.25258596,5.399227453,1.519254601,4.076311805,5.906038161,0.712444454,15.70630866,-5.205839267,0
9.257465088,5.813727513,7.483126595,3.461560718,-2.697268598,2.206720964,2.625345169,8.589729985,0
-10.99294714,-7.998700873,-5.703149586,-0.360565535,-10.26191062,-4.758262014,-16.05752668,-7.955588873,1
9.31404584,3.441721614,3.872489772,2.962115299,2.517819271,0.228370937,19.40010516,1.143643369,0
-10.92961094,0.369181988,-3.158311524,-1.908962012,1.983689521,-2.731715766,-0.684336301,-5.863171679,1
-6.248745711,-12.1702203,-1.888475285,7.284646012,8.810187588,10.56267059,11.23159219,10.53413349,0
15.51298009,19.86243992,10.64833871,6.603462687,8.17529512,-10.62671993,18.63933554,15.38660527,0
23.98602555,5.82923573,10.93912638,10.46264032,7.793716292,3.705837929,1.22527646,6.657385021,0
12.66706219,8.241267362,16.41805483,4.91071037,9.233176252,1.364719547,-4.960664857,4.090491654,0
-3.75906889,-6.698311567,-16.11767888,-4.315511251,-8.326419399,-21.0942804,-1.956165217,-4.998126372,1
-5.462872484,-9.81525525,-6.791881314,0.608252871,-13.49273572,-5.858381252,-13.8971915,-0.895429283,1
7.484003742,7.677535018,19.99191281,3.250800409,3.164427138,7.012878976,9.148450476,23.53410722,0
-7.118721789,-19.87193121,-17.19247096,-0.578467472,-12.5551534,2.033188811,-7.137633675,-31.79848981,1
33.21723878,1.683239842,5.057579489,12.29936583,1.349115925,1.411671993,6.18199838,25.26807997,0
-6.698683952,-5.986819316,0.820551678,-0.466348986,-3.707081309,-12.27280327,-0.627007879,-19.78821738,1
-14.07066259,8.861965996,12.70145577,10.72423287,8.245850605,-0.440196735,9.201704807,12.49208665,0
4.648147968,12.98607313,1.40083425,-1.907054303,13.30090479,3.729850602,32.77894665,1.00940793,0
-1.804228879,24.01619176,-1.241692256,7.925486992,4.741093483,12.85304571,20.85399312,6.340508389,0
-3.536105803,-2.531957217,-10.53449539,-1.101921841,-3.04960709,0.707376925,-4.548302786,-19.0149043,1
-7.445096806,12.02569886,1.869848313,0.580438852,-5.509777575,-18.7561814,-6.343594454,-19.28593645,1
8.473032837,6.696803466,9.146138256,-0.845518162,3.566244917,2.354878727,-7.062168214,18.6699329,0
-6.272757292,-6.065528502,-1.851351643,-0.366661376,-1.528566555,-11.83127621,-7.2235905,-17.75375758,1
2.222252249,-7.118038035,-26.07809712,-0.555581375,-4.069244246,-3.242926566,1.340831123,1.754711509,1
-2.726283143,1.064751854,-10.26654033,0.778962009,-15.48628666,-9.316798129,-9.941681681,-12.78280146,1
-1.008387018,-10.48523875,-7.129741936,0.188590646,2.618682083,2.024426961,-8.501463036,-9.202945328,1
17.2193656,2.608604451,2.765755896,0.833658782,4.189330573,-5.080768167,-6.321502128,-2.871461403,0
-1.86115443,-27.54760415,-14.93955997,-1.633705521,-2.720434387,-6.269041775,-6.323904693,-6.490962139,1
-4.651820369,-12.24381694,8.148974137,-0.303113592,2.53925691,-15.46056449,-6.124931144,-20.57329653,1
12.14209132,-2.983659966,-3.278721398,2.589542911,0.001284631,-0.589835368,0.881629209,16.48673168,0
-2.685706842,10.88615755,-11.06692244,15.75292849,5.337844228,3.913191831,19.04819117,-0.002096951,0
-11.93929365,-3.725333024,-5.271046578,-0.822454419,-2.914405601,-4.332499491,-9.965369325,-10.09453457,1
-2.869659727,-5.482886937,-22.06066502,-0.475020072,-3.207825171,-12.6076955,4.390532611,2.161152622,1
-2.764836385,-12.64208261,6.517329548,-1.019137558,-6.658952686,-7.483742847,-6.019345447,-31.22029292,1
0.067219213,-16.87211566,-12.78692702,-1.57691302,-11.0984637,-16.37388308,-4.100955739,-19.30268923,1
-4.065553025,-10.17357593,-7.297330287,-1.463403536,0.944474818,-8.141614907,-7.266034686,-26.23277196,1
-6.626807762,4.49982205,-3.254303991,-4.101537043,-8.243710764,-11.11108324,-11.60628738,-18.6069664,1
0.23514352,-12.11117079,-7.456051712,-1.615254191,-8.386950335,-18.96015197,-11.97823642,-14.66582171,1
4.237148742,5.859359483,3.803015887,6.897331201,1.782893583,5.612212441,16.30210515,1.247895981,0
-7.41446511,1.383352429,-1.953820023,-0.036366574,-13.99461922,-18.96869681,-6.110676596,-5.037138761,1
8.699341916,7.796956093,9.93350606,-4.511294756,4.229762087,-1.069672602,3.125560381,-10.15280197,0
8.441999997,10.17262534,17.91274766,6.333746421,1.205360563,4.193372988,0.760853846,12.92276453,0
30.21147928,20.65704637,-8.507838837,7.244128384,9.577997071,7.094275501,4.010319704,14.04919568,0
16.82738425,7.703629821,6.298578959,5.298367047,18.47693874,0.211824469,15.40675659,7.714489937,0
-1.457571104,7.99950557,13.63254309,-3.647552762,-5.193111364,1.626065887,18.65530898,4.015345291,0
-1.647725443,3.096791404,0.924052782,-3.597510494,-17.21186971,-8.444087855,-4.367711515,-8.611129334,1
16.03808242,12.48255047,3.59437742,2.080824157,0.271258537,7.379061085,14.61960384,14.85220522,0
-2.581857284,-9.312921395,-11.10325907,-0.728920106,-8.779217763,10.24970136,-5.467007453,-0.999460537,1
-4.617923684,-2.42351305,-16.21002111,0.366834543,-6.964124263,-12.28207785,-2.636398601,12.58853169,1
-5.930758131,-6.317830488,-6.2112631,-0.100664434,-14.05733277,2.223284781,-5.994372227,6.01569717,1
21.75945587,7.065945776,15.57361455,-0.08117507,6.153061442,10.26473883,17.43313,-0.212217614,0
-3.106002892,-3.128817108,-6.968270955,-0.780774996,-14.66201039,4.443528978,-9.533271753,-9.083760565,1
-4.337256927,-6.442988404,-16.71903887,-1.253783244,-6.813411076,-8.986430297,-6.024011584,-19.00163547,1
1.948432945,-10.49741451,-7.550841664,-0.382062179,-15.71761627,-9.875928979,4.587731613,-10.45585781,1
2.007283572,13.46430118,10.54635066,5.961173359,4.304061765,3.607288625,18.94067459,10.15260399,0
-7.282462743,-4.566314503,-9.761803803,-0.567650082,1.628832975,-5.457200486,-9.792315397,-13.96262617,1
-2.584021815,1.791776484,-15.61116906,-2.298759872,9.864429155,-15.55878727,-10.88123177,-1.431488237,1
6.289510221,32.34309198,12.12831722,8.132301672,-4.161440788,-2.169150502,0.279848021,-14.70440531,0
7.072772106,-4.98119064,1.876570133,-0.599043327,10.8484169,3.425276481,25.55862871,16.99052834,0
6.002940721,-2.388932867,7.258324289,3.405566406,-5.24301812,-1.521862561,13.41054702,6.901428978,0
-6.335050046,17.99802055,7.143831234,10.36541452,7.047745358,4.82635264,-6.464996724,8.262891078,0
5.165460696,11.41807945,19.42586319,1.889527032,2.116791795,5.944886258,13.63939767,5.413214397,0
-7.374963149,6.776031434,0.666249118,1.908365651,12.05444267,0.152488316,11.99005671,-2.878512057,0
-5.826492172,2.034692883,-3.505001949,4.574117824,-3.784991469,-2.782667675,-3.175224168,15.42981104,0
-2.320146268,-11.46396997,-8.807616837,0.106605644,-9.90878675,-2.321626951,-1.97907683,-16.70961445,1
-13.27940597,26.48402476,13.7466527,8.501442341,10.21308172,6.905987402,10.31623688,10.57696329,0
-3.441340517,17.5548874,8.149840257,1.780859142,11.94809819,10.45097303,9.796958406,1.805376872,0
10.88133034,-7.980737308,16.146931,9.942204584,8.706406919,3.230151232,7.805094282,7.450584154,0
-3.31111932,2.875979338,10.11578654,12.79506285,16.18750789,3.783707913,-1.377608014,3.298972087,0
22.69639277,4.845275976,8.0426383,5.374441376,6.04030365,6.268072737,5.786152217,18.83229608,0
0.413607113,-3.494681167,-5.566753592,-2.813899678,6.528611087,-5.392819149,-5.746031318,-6.633271122,1
-8.313938044,-1.755275809,5.442939374,-1.085223637,-0.632866278,3.021229745,-9.320981846,1.579992474,1
-5.012966556,-1.659909277,-2.763003074,-3.432303706,-12.06946575,-19.30808643,-2.955682674,-3.285110751,1
0.828548597,-17.01977651,-5.351793713,-1.412833983,-0.560011169,-3.485138532,0.836140161,-11.68267252,1
7.531565037,12.96278157,-0.418309937,8.363344803,11.98036321,3.452423847,10.33293125,0.309399244,0
10.42056863,15.82073204,11.68993002,-0.669552038,1.580357512,8.138762792,9.293054458,-2.136027961,0
12.23633292,5.871956459,9.661312182,-1.643092042,3.73610946,6.676411647,15.24331068,-11.02781376,0
-8.459371969,-5.982073585,-2.299805299,-0.104710583,-15.94513937,5.342905199,8.304943668,-7.998259552,1
24.02061973,17.09590624,10.46639745,5.36497936,4.09224413,-2.179520476,-4.7014393,11.87814592,0
2.445637864,10.12956827,10.18271158,4.819437085,3.899767555,0.760732323,6.275499446,1.245026959,0
15.49599584,5.495503957,9.228926873,3.325748152,8.737437722,6.046372437,-0.965366273,-2.75952978,0
-1.06602385,-12.5991747,-2.74241652,-1.129610346,-13.6813129,8.657796257,-6.272871459,-21.55554373,1
-3.094875737,8.313293486,23.50931664,2.150880075,15.70221242,7.792615602,1.402012938,8.997366838,0
2.897717685,-8.87627026,-12.07188706,-0.323573403,-7.380421175,-10.30385666,-1.164924461,8.784057136,1
-14.06293403,0.932766219,-10.54579717,-1.447460565,-21.04787357,-4.945580332,2.570896572,1.788494672,1
-8.74945462,-12.37351975,-2.930755755,-0.403416324,-12.38802201,-8.200755892,-6.242654015,-15.11851946,1
17.05124474,17.13703409,17.89632477,2.086398477,5.864316548,10.38965366,5.330425179,-0.496705045,0
9.404892159,9.656261295,12.42242598,5.552068695,-5.061321326,0.268915485,17.81284825,24.01127969,0
-5.123556116,-8.896541063,-16.05340968,-2.585879276,-12.86953687,4.202401112,-12.66461419,-4.209542655,1
-5.158012543,-12.4076997,9.866843325,-3.522267963,-8.494976036,-10.05585573,-7.973145254,-12.39681097,1
0.960206015,1.034846273,2.46921957,0.107917405,-18.61469499,0.9329502,-8.259148068,-14.10037392,1
-6.02872469,-3.335051628,5.580617677,-1.558430913,6.513472,4.251500997,13.27708654,3.913783071,1
-7.123201126,8.350471182,12.76262125,-5.543958646,3.778052999,9.380526103,11.99315533,7.888290936,0
-9.789144379,-5.813066767,-0.25515759,1.587031668,-5.381396552,3.782834328,-3.953079352,5.162451623,1
-6.389271482,5.646609773,-11.26804579,-0.542519321,-20.97714808,9.178725649,2.197095761,-5.796984225,1
-0.044894258,-7.553649941,19.17771039,-2.390708662,-11.52786741,-15.81878469,0.128565778,-13.08083314,1
4.280562304,-8.663388043,9.917661218,-1.614801802,-25.49129573,-5.008984041,-1.805870759,-27.30115312,1
0.729732415,21.5450843,-3.74454582,9.150390463,4.517447095,1.354362819,8.121124745,19.25956806,0
-9.294237938,-7.317067958,-7.295531881,-1.01663063,-14.12565158,9.18954609,-6.551203056,-2.835932683,1
0.596354669,-3.77115469,-10.65667767,-1.970568833,-4.783917896,-20.61162442,2.828602682,-15.24745833,1
-3.549923635,-6.472079531,-7.786510476,-3.531997506,-8.940383323,-3.995328612,1.918970669,-16.05567447,1
5.460322754,4.102489859,12.03255649,-11.01633919,11.75660819,-5.438809858,10.67611359,7.930060528,0
